Code,Class,Description,Value in USD T,AAL in USD T,AAL as % of Total AAL,AAL as % of Value,Risk Rank,costMetro,costUrban,costRural
GT-QC,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,10,485,450,400
GT-QC,avcomret,Commercial retail,83,0.1,0.0112,0.00123,11,,,
GT-QC,avcomoff,Commercial offices,51,0.06,0.0067,0.0012,12,,,
GT-QC,avcritica,"Critical buildings - schools, hospitals, medical centers",238,0.28,0.0308,0.00118,13,,,
GT-QC,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",19,0.02,0.0024,0.00115,14,,,
GT-QC,avcomm,Commercial or other types of warehouse,114,0.12,0.0135,0.00107,15,,,
GT-QC,avindustr,General industrial,100,0.1,0.0111,0.001,16,,,
GT-RE,avmINF,Informal constructions multi family,0,0.01,0.0009,0.0182,1,,,
GT-RE,avmUNK,Unknown ,2,0.03,0.0028,0.0176,2,,,
GT-RE,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",0,0.01,0.0008,0.0176,3,210,190,165
GT-RE,avsINF,Informal constructions single family,37,0.71,0.0754,0.01929,4,,,
GT-RE,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",133,2.53,0.2672,0.01899,5,195,175,150
GT-RE,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,4,0.03,0.003,0.00678,6,345,295,245
GT-RE,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,238,1.63,0.1721,0.00684,7,365,325,255
GT-RE,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,8,0.05,0.0056,0.00693,8,320,285,235
GT-RE,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,548,3.83,0.4048,0.00698,9,320,285,235
GT-RE,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,10,485,450,400
GT-RE,avcomret,Commercial retail,55,0.11,0.0117,0.00199,11,,,
GT-RE,avcomoff,Commercial offices,33,0.06,0.0068,0.00194,12,,,
GT-RE,avcritica,"Critical buildings - schools, hospitals, medical centers",141,0.27,0.029,0.00194,13,,,
GT-RE,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",7,0.02,0.0017,0.00237,14,,,
GT-RE,avcomm,Commercial or other types of warehouse,32,0.06,0.0068,0.002,15,,,
GT-RE,avindustr,General industrial,65,0.11,0.0113,0.00164,16,,,
GT-SA,avmINF,Informal constructions multi family,3,0.05,0.0042,0.01683,1,,,
GT-SA,avmUNK,Unknown ,0,0.01,0.0005,0.01742,2,,,
GT-SA,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",0,0,0.0001,0.01742,3,210,190,165
GT-SA,avsINF,Informal constructions single family,37,0.64,0.0562,0.0171,4,,,
GT-SA,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",50,0.87,0.0768,0.01754,5,195,175,150
GT-SA,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,115,0.78,0.0685,0.0068,6,345,295,245
GT-SA,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,592,4.05,0.3558,0.00683,7,365,325,255
GT-SA,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,18,0.12,0.0107,0.00684,8,320,285,235
GT-SA,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,644,4.43,0.3894,0.00688,9,320,285,235
GT-SA,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,139,0.26,0.0231,0.00188,10,485,450,400
GT-SA,avcomret,Commercial retail,14,0.03,0.0024,0.00198,11,,,
GT-SA,avcomoff,Commercial offices,8,0.02,0.0014,0.00194,12,,,
GT-SA,avcritica,"Critical buildings - schools, hospitals, medical centers",36,0.07,0.0062,0.00195,13,,,
GT-SA,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",2,0,0.0003,0.00228,14,,,
GT-SA,avcomm,Commercial or other types of warehouse,10,0.02,0.0019,0.00204,15,,,
GT-SA,avindustr,General industrial,16,0.03,0.0023,0.00163,16,,,
GT-SM,avmINF,Informal constructions multi family,1,0.01,0.001,0.01125,1,,,
GT-SM,avmUNK,Unknown ,5,0.05,0.0035,0.01136,2,,,
GT-SM,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",1,0.02,0.001,0.01136,3,210,190,165
GT-SM,avsINF,Informal constructions single family,87,0.95,0.0632,0.011,4,,,
GT-SM,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",329,3.65,0.2421,0.01108,5,195,175,150
GT-SM,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,12,0.06,0.0037,0.00449,6,345,295,245
GT-SM,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,673,3.02,0.2002,0.00448,7,365,325,255
GT-SM,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,21,0.09,0.0062,0.00446,8,320,285,235
GT-SM,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,1453,6.46,0.4288,0.00445,9,320,285,235
GT-SM,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,10,485,450,400
GT-SM,avcomret,Commercial retail,96,0.13,0.0085,0.00134,11,,,
GT-SM,avcomoff,Commercial offices,58,0.08,0.005,0.00131,12,,,
GT-SM,avcritica,"Critical buildings - schools, hospitals, medical centers",248,0.32,0.0215,0.00131,13,,,
GT-SM,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",16,0.02,0.0015,0.00146,14,,,
GT-SM,avcomm,Commercial or other types of warehouse,66,0.08,0.0056,0.00128,15,,,
GT-SM,avindustr,General industrial,113,0.12,0.0083,0.0011,16,,,
GT-SR,avmINF,Informal constructions multi family,0,0.01,0.0007,0.01884,1,,,
GT-SR,avmUNK,Unknown ,1,0.01,0.0013,0.01907,2,,,
GT-SR,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",0,0,0.0004,0.01907,3,210,190,165
GT-SR,avsINF,Informal constructions single family,46,0.87,0.0956,0.0187,4,,,
GT-SR,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",147,2.75,0.3032,0.01873,5,195,175,150
GT-SR,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,3,0.02,0.0021,0.0074,6,345,295,245
GT-SR,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,165,1.21,0.1339,0.00736,7,365,325,255
GT-SR,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,6,0.05,0.0051,0.00732,8,320,285,235
GT-SR,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,492,3.6,0.3974,0.00731,9,320,285,235
GT-SR,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,10,485,450,400
GT-SR,avcomret,Commercial retail,38,0.08,0.0087,0.00206,11,,,
GT-SR,avcomoff,Commercial offices,24,0.05,0.0052,0.00201,12,,,
GT-SR,avcritica,"Critical buildings - schools, hospitals, medical centers",109,0.22,0.0242,0.00201,13,,,
GT-SR,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",9,0.02,0.0024,0.00234,14,,,
GT-SR,avcomm,Commercial or other types of warehouse,51,0.1,0.0113,0.002,15,,,
GT-SR,avindustr,General industrial,46,0.08,0.0086,0.00168,16,,,
GT-SO,avmINF,Informal constructions multi family,1,0.01,0.0009,0.01645,1,,,
GT-SO,avmUNK,Unknown ,2,0.03,0.0029,0.01628,2,,,
GT-SO,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",1,0.01,0.0008,0.01628,3,210,190,165
GT-SO,avsINF,Informal constructions single family,44,0.74,0.0703,0.01676,4,,,
GT-SO,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",160,2.66,0.2529,0.01667,5,195,175,150
GT-SO,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,5,0.03,0.0032,0.00665,6,345,295,245
GT-SO,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,289,1.93,0.1829,0.00667,7,365,325,255
GT-SO,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,9,0.06,0.0059,0.0067,8,320,285,235
GT-SO,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,662,4.44,0.4218,0.00671,9,320,285,235
GT-SO,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,10,485,450,400
GT-SO,avcomret,Commercial retail,58,0.11,0.0101,0.00182,11,,,
GT-SO,avcomoff,Commercial offices,35,0.06,0.0059,0.00178,12,,,
GT-SO,avcritica,"Critical buildings - schools, hospitals, medical centers",148,0.26,0.0251,0.00178,13,,,
GT-SO,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",8,0.02,0.0017,0.00214,14,,,
GT-SO,avcomm,Commercial or other types of warehouse,33,0.06,0.0059,0.00186,15,,,
GT-SO,avindustr,General industrial,69,0.1,0.0097,0.00149,16,,,
GT-SU,avmINF,Informal constructions multi family,1,0.01,0.0009,0.01877,1,,,
GT-SU,avmUNK,Unknown ,2,0.04,0.0027,0.01845,2,,,
GT-SU,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",1,0.01,0.0008,0.01845,3,210,190,165
GT-SU,avsINF,Informal constructions single family,61,1.18,0.0759,0.0193,4,,,
GT-SU,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",217,4.16,0.2668,0.01916,5,195,175,150
GT-SU,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,7,0.05,0.003,0.00715,6,345,295,245
GT-SU,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,370,2.66,0.1706,0.00718,7,365,325,255
GT-SU,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,12,0.09,0.0056,0.00723,8,320,285,235
GT-SU,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,874,6.35,0.4069,0.00726,9,320,285,235
GT-SU,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,10,485,450,400
GT-SU,avcomret,Commercial retail,78,0.16,0.0105,0.00211,11,,,
GT-SU,avcomoff,Commercial offices,47,0.1,0.0063,0.00206,12,,,
GT-SU,avcritica,"Critical buildings - schools, hospitals, medical centers",210,0.43,0.0278,0.00207,13,,,
GT-SU,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",12,0.03,0.0018,0.00245,14,,,
GT-SU,avcomm,Commercial or other types of warehouse,73,0.16,0.0102,0.00218,15,,,
GT-SU,avindustr,General industrial,93,0.16,0.0104,0.00174,16,,,
GT-TO,avmINF,Informal constructions multi family,1,0.01,0.001,0.01216,1,,,
GT-TO,avmUNK,Unknown ,2,0.03,0.0039,0.01223,2,,,
GT-TO,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",1,0.01,0.0011,0.01223,3,210,190,165
GT-TO,avsINF,Informal constructions single family,33,0.39,0.0505,0.01194,4,,,
GT-TO,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",135,1.63,0.2108,0.01202,5,195,175,150
GT-TO,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,6,0.03,0.0039,0.0049,6,345,295,245
GT-TO,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,329,1.61,0.2081,0.00489,7,365,325,255
GT-TO,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,10,0.05,0.0061,0.00487,8,320,285,235
GT-TO,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,657,3.19,0.4135,0.00486,9,320,285,235
GT-TO,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,10,485,450,400
GT-TO,avcomret,Commercial retail,97,0.14,0.0186,0.00148,11,,,
GT-TO,avcomoff,Commercial offices,58,0.08,0.0109,0.00145,12,,,
GT-TO,avcritica,"Critical buildings - schools, hospitals, medical centers",241,0.35,0.0451,0.00145,13,,,
GT-TO,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",6,0.01,0.0012,0.00162,14,,,
GT-TO,avcomm,Commercial or other types of warehouse,40,0.06,0.0074,0.00144,15,,,
GT-TO,avindustr,General industrial,114,0.14,0.0179,0.00121,16,,,
GT-ZA,avmINF,Informal constructions multi family,0,0,0.0008,0.00546,1,,,
GT-ZA,avmUNK,Unknown ,1,0.01,0.0022,0.0054,2,,,
GT-ZA,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",0,0,0.0006,0.0054,3,210,190,165
GT-ZA,avsINF,Informal constructions single family,47,0.26,0.0825,0.00553,4,,,
GT-ZA,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",159,0.88,0.2789,0.00552,5,195,175,150
GT-ZA,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,4,0.01,0.0026,0.00207,6,345,295,245
GT-ZA,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,237,0.49,0.156,0.00208,7,365,325,255
GT-ZA,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,8,0.02,0.0054,0.00209,8,320,285,235
GT-ZA,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,601,1.26,0.3995,0.00209,9,320,285,235
GT-ZA,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,10,485,450,400
GT-ZA,avcomret,Commercial retail,50,0.03,0.0111,0.00069,11,,,
GT-ZA,avcomoff,Commercial offices,31,0.02,0.0067,0.00069,12,,,
GT-ZA,avcritica,"Critical buildings - schools, hospitals, medical centers",136,0.09,0.0297,0.00069,13,,,
GT-ZA,avsW2,"Wood frame, heavy members (with area > 5000 sq. ft.) single family",9,0.01,0.0024,0.00082,14,,,
GT-ZA,avcomm,Commercial or other types of warehouse,48,0.03,0.0105,0.00069,15,,,
GT-ZA,avindustr,General industrial,60,0.03,0.011,0.00057,16,,,
SV,avsINF,Informal constructions single family,53,0.85,0.0048,0.01614,1,,,
SV,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",1041,16.13,0.0917,0.01549,2,160,145,120
SV,avmW7,Wood braced frame with load-bearing infill wall system multi family,16,0.21,0.0012,0.01305,3,,,
SV,avsW7,Wood braced frame with load-bearing infill wall system single family,378,4.59,0.0261,0.01216,4,,,
SV,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,342,2.21,0.0126,0.00646,5,325,290,225
SV,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,321,2.07,0.0118,0.00646,6,,,
SV,avmUFB,Unreinforced Fire Brick masonry multi family,104,0.67,0.0038,0.00645,7,290,265,200
SV,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,3983,25.61,0.1456,0.00643,8,300,265,210
SV,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,54,0.34,0.002,0.00634,9,265,240,190
SV,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,8535,53.93,0.3065,0.00632,10,,,
SV,avsUFB,Unreinforced Fire Brick masonry single family,3293,20.65,0.1174,0.00627,11,265,240,185
SV,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,2843,17.25,0.098,0.00607,12,245,215,180
SV,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,3,0.01,0.0001,0.00423,13,,,
SV,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,1596,6.46,0.0367,0.00405,14,,,
SV,avmS3,Steel light frame multi family,1,0,0,0.00194,15,,,
SV,avsS3,Steel light frame single family,215,0.4,0.0023,0.00188,16,,,
SV,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,326,0.58,0.0033,0.00178,17,370,340,270
SV,avcomret,Commercial retail,1983,3.52,0.02,0.00178,18,,,
SV,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,3404,6.01,0.0342,0.00177,19,340,310,250
SV,avcritica,"Critical buildings - schools, hospitals, medical centers",3776,6.6,0.0375,0.00175,20,,,
SV,avcomoff,Commercial offices,2185,3.78,0.0215,0.00173,21,,,
SV,avcomm,Commercial or other types of warehouse,1184,2.02,0.0115,0.0017,22,,,
SV,avindustr,General industrial,1418,2.03,0.0116,0.00143,23,,,
SV-AH,avsINF,Informal constructions single family,2,0.05,0.0065,0.01915,1,,,
SV-AH,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",51,0.99,0.1364,0.01962,2,160,145,120
SV-AH,avmW7,Wood braced frame with load-bearing infill wall system multi family,1,0.01,0.0015,0.01478,3,,,
SV-AH,avsW7,Wood braced frame with load-bearing infill wall system single family,19,0.29,0.0394,0.01544,4,,,
SV-AH,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,5,0.04,0.0051,0.00711,5,325,290,225
SV-AH,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,5,0.04,0.005,0.00712,6,,,
SV-AH,avmUFB,Unreinforced Fire Brick masonry multi family,2,0.01,0.0017,0.00713,7,290,265,200
SV-AH,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,119,0.85,0.1167,0.00713,8,300,265,210
SV-AH,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,1,0.01,0.0011,0.00721,9,265,240,190
SV-AH,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,277,1.99,0.2738,0.00718,10,,,
SV-AH,avsUFB,Unreinforced Fire Brick masonry single family,110,0.79,0.1088,0.0072,11,265,240,185
SV-AH,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,105,0.77,0.1055,0.00727,12,245,215,180
SV-AH,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.00468,13,,,
SV-AH,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,78,0.38,0.0519,0.00481,14,,,
SV-AH,avmS3,Steel light frame multi family,0,0,0,0.00224,15,,,
SV-AH,avsS3,Steel light frame single family,9,0.02,0.0029,0.00229,16,,,
SV-AH,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,5,0.01,0.0014,0.00197,17,370,340,270
SV-AH,avcomret,Commercial retail,73,0.15,0.02,0.00199,18,,,
SV-AH,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,103,0.2,0.0279,0.00198,19,340,310,250
SV-AH,avcritica,"Critical buildings - schools, hospitals, medical centers",150,0.29,0.0406,0.00196,20,,,
SV-AH,avcomoff,Commercial offices,89,0.18,0.0242,0.00198,21,,,
SV-AH,avcomm,Commercial or other types of warehouse,58,0.12,0.0164,0.00204,22,,,
SV-AH,avindustr,General industrial,58,0.1,0.0133,0.00165,23,,,
SV-CA,avsINF,Informal constructions single family,1,0.02,0.0068,0.01099,1,,,
SV-CA,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",30,0.33,0.1486,0.01096,2,160,145,120
SV-CA,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0.0016,0.00953,3,,,
SV-CA,avsW7,Wood braced frame with load-bearing infill wall system single family,11,0.1,0.0459,0.00942,4,,,
SV-CA,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,3,0.01,0.0049,0.00419,5,325,290,225
SV-CA,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,3,0.01,0.0048,0.00419,6,,,
SV-CA,avmUFB,Unreinforced Fire Brick masonry multi family,1,0,0.0016,0.00419,7,290,265,200
SV-CA,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,60,0.25,0.113,0.00419,8,300,265,210
SV-CA,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,1,0,0.0011,0.00418,9,265,240,190
SV-CA,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,147,0.61,0.2753,0.00418,10,,,
SV-CA,avsUFB,Unreinforced Fire Brick masonry single family,59,0.25,0.111,0.00418,11,265,240,185
SV-CA,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,60,0.25,0.1132,0.00417,12,245,215,180
SV-CA,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.0031,13,,,
SV-CA,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,43,0.13,0.0593,0.00307,14,,,
SV-CA,avmS3,Steel light frame multi family,0,0,0,0.00127,15,,,
SV-CA,avsS3,Steel light frame single family,5,0.01,0.0027,0.00126,16,,,
SV-CA,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,3,0,0.0014,0.00126,17,370,340,270
SV-CA,avcomret,Commercial retail,24,0.03,0.0134,0.00125,18,,,
SV-CA,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,52,0.06,0.0291,0.00125,19,340,310,250
SV-CA,avcritica,"Critical buildings - schools, hospitals, medical centers",50,0.06,0.0277,0.00124,20,,,
SV-CA,avcomoff,Commercial offices,31,0.04,0.0171,0.00123,21,,,
SV-CA,avcomm,Commercial or other types of warehouse,22,0.03,0.0121,0.00123,22,,,
SV-CA,avindustr,General industrial,20,0.02,0.0093,0.00102,23,,,
SV-CH,avsINF,Informal constructions single family,4,0.04,0.0087,0.00884,1,,,
SV-CH,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",137,1.21,0.2742,0.00884,2,160,145,120
SV-CH,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0.0008,0.00832,3,,,
SV-CH,avsW7,Wood braced frame with load-bearing infill wall system single family,44,0.37,0.0838,0.00832,4,,,
SV-CH,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,0,0,0.0003,0.00332,5,325,290,225
SV-CH,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,1,0,0.0006,0.00332,6,,,
SV-CH,avmUFB,Unreinforced Fire Brick masonry multi family,0,0,0.0004,0.00332,7,290,265,200
SV-CH,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,37,0.12,0.0277,0.00332,8,300,265,210
SV-CH,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,1,0,0.001,0.00332,9,265,240,190
SV-CH,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,260,0.86,0.1956,0.00332,10,,,
SV-CH,avsUFB,Unreinforced Fire Brick masonry single family,130,0.43,0.0978,0.00332,11,265,240,185
SV-CH,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,221,0.73,0.1665,0.00332,12,245,215,180
SV-CH,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0,0.00271,13,,,
SV-CH,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,110,0.3,0.0677,0.0027,14,,,
SV-CH,avmS3,Steel light frame multi family,0,0,0,0.00109,15,,,
SV-CH,avsS3,Steel light frame single family,8,0.01,0.0019,0.0011,16,,,
SV-CH,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0.0001,0.00109,17,370,340,270
SV-CH,avcomret,Commercial retail,24,0.03,0.006,0.00109,18,,,
SV-CH,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,26,0.03,0.0065,0.00109,19,340,310,250
SV-CH,avcritica,"Critical buildings - schools, hospitals, medical centers",65,0.07,0.0161,0.00108,20,,,
SV-CH,avcomoff,Commercial offices,67,0.07,0.0164,0.00108,21,,,
SV-CH,avcomm,Commercial or other types of warehouse,75,0.08,0.0186,0.00109,22,,,
SV-CH,avindustr,General industrial,46,0.04,0.0094,0.0009,23,,,
SV-CU,avsINF,Informal constructions single family,2,0.02,0.0052,0.01419,1,,,
SV-CU,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",28,0.38,0.0796,0.0139,2,160,145,120
SV-CU,avmW7,Wood braced frame with load-bearing infill wall system multi family,1,0.01,0.0016,0.01168,3,,,
SV-CU,avsW7,Wood braced frame with load-bearing infill wall system single family,11,0.12,0.0258,0.01133,4,,,
SV-CU,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,9,0.05,0.011,0.00564,5,325,290,225
SV-CU,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,9,0.05,0.0104,0.00564,6,,,
SV-CU,avmUFB,Unreinforced Fire Brick masonry multi family,3,0.02,0.0034,0.00563,7,290,265,200
SV-CU,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,138,0.77,0.1594,0.00555,8,300,265,210
SV-CU,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,1,0.01,0.0017,0.00559,9,265,240,190
SV-CU,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,281,1.55,0.3222,0.00552,10,,,
SV-CU,avsUFB,Unreinforced Fire Brick masonry single family,106,0.58,0.1207,0.00551,11,265,240,185
SV-CU,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,80,0.44,0.0906,0.00544,12,245,215,180
SV-CU,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.00378,13,,,
SV-CU,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,59,0.22,0.0452,0.00372,14,,,
SV-CU,avmS3,Steel light frame multi family,0,0,0,0.00167,15,,,
SV-CU,avsS3,Steel light frame single family,8,0.01,0.0028,0.00164,16,,,
SV-CU,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,9,0.01,0.003,0.00158,17,370,340,270
SV-CU,avcomret,Commercial retail,47,0.07,0.0151,0.00155,18,,,
SV-CU,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,120,0.19,0.0389,0.00157,19,340,310,250
SV-CU,avcritica,"Critical buildings - schools, hospitals, medical centers",94,0.14,0.0298,0.00153,20,,,
SV-CU,avcomoff,Commercial offices,51,0.08,0.0161,0.00152,21,,,
SV-CU,avcomm,Commercial or other types of warehouse,28,0.04,0.009,0.00152,22,,,
SV-CU,avindustr,General industrial,33,0.04,0.0087,0.00126,23,,,
SV-LI,avsINF,Informal constructions single family,5,0.1,0.0044,0.01841,1,,,
SV-LI,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",83,1.54,0.0682,0.01848,2,160,145,120
SV-LI,avmW7,Wood braced frame with load-bearing infill wall system multi family,2,0.03,0.0013,0.01416,3,,,
SV-LI,avsW7,Wood braced frame with load-bearing infill wall system single family,33,0.47,0.0206,0.01419,4,,,
SV-LI,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,46,0.3,0.0134,0.00664,5,325,290,225
SV-LI,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,43,0.28,0.0125,0.00665,6,,,
SV-LI,avmUFB,Unreinforced Fire Brick masonry multi family,14,0.09,0.004,0.00665,7,290,265,200
SV-LI,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,532,3.6,0.1591,0.00676,8,300,265,210
SV-LI,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,7,0.04,0.002,0.00665,9,265,240,190
SV-LI,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,1060,7.16,0.3169,0.00676,10,,,
SV-LI,avsUFB,Unreinforced Fire Brick masonry single family,395,2.67,0.1182,0.00676,11,265,240,185
SV-LI,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,292,1.97,0.0871,0.00675,12,245,215,180
SV-LI,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.0045,13,,,
SV-LI,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,176,0.8,0.0353,0.00453,14,,,
SV-LI,avmS3,Steel light frame multi family,0,0,0,0.00207,15,,,
